"Tanggal","Produk","Permintaan","Aterpen","StokBegint","StokEnd","Stockout","Defisit"
2026-03-16,"P-03",56,0,0,0,1,56
2026-03-16,"P-04",77,0,221,144,0,0
2026-03-16,"P-05",68,0,1677,1609,0,0
2026-03-16,"P-06",71,0,2155,2084,0,0
2026-03-17,"P-01",0,42,114,114,0,0
2026-03-17,"P-02",7,126,140,133,0,0
2026-03-17,"P-03",67,0,0,0,1,67
2026-03-17,"P-04",72,0,144,72,0,0
2026-03-17,"P-05",51,0,1609,1558,0,0
2026-03-17,"P-06",76,0,2084,2008,0,0
2026-03-18,"P-01",2,0,114,112,0,0
2026-03-18,"P-02",19,0,133,114,0,0
2026-03-18,"P-03",67,0,0,0,1,67
2026-03-18,"P-04",73,0,72,0,1,1
2026-03-18,"P-05",38,385,1943,1905,0,0
2026-03-18,"P-06",64,0,2008,1944,0,0
2026-03-19,"P-01",3,0,112,109,0,0
2026-03-19,"P-02",4,0,114,110,0,0
2026-03-19,"P-03",59,210,210,151,0,0
2026-03-19,"P-04",76,0,0,0,1,76
2026-03-19,"P-05",65,0,1905,1840,0,0
2026-03-19,"P-06",62,0,1944,1882,0,0
2026-03-20,"P-01",13,0,109,96,0,0
2026-03-20,"P-02",3,0,110,107,0,0
2026-03-20,"P-03",59,0,151,92,0,0
2026-03-20,"P-04",67,0,0,0,1,67
2026-03-20,"P-05",61,0,1840,1779,0,0
2026-03-20,"P-06",79,0,1882,1803,0,0
2026-03-21,"P-01",8,0,96,88,0,0
2026-03-21,"P-02",12,0,107,95,0,0
2026-03-21,"P-03",50,0,92,42,0,0
2026-03-21,"P-04",66,0,0,0,1,66
2026-03-21,"P-05",62,0,1779,1717,0,0
2026-03-21,"P-06",70,0,1803,1733,0,0
2026-03-23,"P-01",11,0,88,77,0,0
2026-03-23,"P-02",3,0,95,92,0,0
2026-03-23,"P-03",72,210,252,180,0,0
2026-03-23,"P-04",86,280,280,194,0,0
2026-03-23,"P-05",47,0,1717,1670,0,0
2026-03-23,"P-06",64,0,1733,1669,0,0
2026-03-24,"P-01",11,0,77,66,0,0
2026-03-24,"P-02",4,0,92,88,0,0
2026-03-24,"P-03",65,0,180,115,0,0
2026-03-24,"P-04",56,0,194,138,0,0
2026-03-24,"P-05",65,0,1670,1605,0,0
2026-03-24,"P-06",54,0,1669,1615,0,0
2026-03-25,"P-01",10,0,66,56,0,0
2026-03-25,"P-02",22,0,88,66,0,0
2026-03-25,"P-03",70,0,115,45,0,0
2026-03-25,"P-04",69,0,138,69,0,0
2026-03-25,"P-05",51,0,1605,1554,0,0
2026-03-25,"P-06",59,455,2070,2011,0,0
2026-03-26,"P-01",3,0,56,53,0,0
2026-03-26,"P-02",17,0,66,49,0,0
2026-03-26,"P-03",51,0,45,0,1,6
2026-03-26,"P-04",71,0,69,0,1,2
2026-03-26,"P-05",56,0,1554,1498,0,0
2026-03-26,"P-06",65,0,2011,1946,0,0
2026-03-27,"P-01",4,0,53,49,0,0
2026-03-27,"P-02",2,0,49,47,0,0
2026-03-27,"P-03",49,0,0,0,1,49
2026-03-27,"P-04",86,0,0,0,1,86
2026-03-27,"P-05",48,385,1883,1835,0,0
2026-03-27,"P-06",62,0,1946,1884,0,0
2026-03-28,"P-01",5,42,91,86,0,0
2026-03-28,"P-02",3,0,47,44,0,0
2026-03-28,"P-03",54,0,0,0,1,54
2026-03-28,"P-04",64,0,0,0,1,64
2026-03-28,"P-05",54,0,1835,1781,0,0
2026-03-28,"P-06",49,0,1884,1835,0,0
2026-03-30,"P-01",9,0,86,77,0,0
2026-03-30,"P-02",13,63,107,94,0,0
2026-03-30,"P-03",63,0,0,0,1,63
2026-03-30,"P-04",80,0,0,0,1,80
2026-03-30,"P-05",55,0,1781,1726,0,0
2026-03-30,"P-06",66,0,1835,1769,0,0
2026-03-31,"P-01",10,0,77,67,0,0
2026-03-31,"P-02",0,0,94,94,0,0
2026-03-31,"P-03",58,0,0,0,1,58
2026-03-31,"P-04",85,0,0,0,1,85
2026-03-31,"P-05",56,0,1726,1670,0,0
2026-03-31,"P-06",63,0,1769,1706,0,0
2026-04-01,"P-01",2,0,67,65,0,0
2026-04-01,"P-02",8,0,94,86,0,0
2026-04-01,"P-03",26,210,210,184,0,0
2026-04-01,"P-04",41,280,280,239,0,0
2026-04-01,"P-05",50,0,1670,1620,0,0
2026-04-01,"P-06",51,455,2161,2110,0,0
2026-04-02,"P-01",6,0,65,59,0,0
2026-04-02,"P-02",5,0,86,81,0,0
2026-04-02,"P-03",34,0,184,150,0,0
2026-04-02,"P-04",38,0,239,201,0,0
2026-04-02,"P-05",57,385,2005,1948,0,0
2026-04-02,"P-06",75,0,2110,2035,0,0
2026-04-03,"P-01",15,0,59,44,0,0
2026-04-03,"P-02",2,0,81,79,0,0
2026-04-03,"P-03",28,0,150,122,0,0
2026-04-03,"P-04",49,280,481,432,0,0
2026-04-03,"P-05",57,0,1948,1891,0,0
2026-04-03,"P-06",71,0,2035,1964,0,0
2026-04-04,"P-01",2,0,44,42,0,0
2026-04-04,"P-02",6,0,79,73,0,0
2026-04-04,"P-03",40,0,122,82,0,0
2026-04-04,"P-04",22,0,432,410,0,0
2026-04-04,"P-05",57,0,1891,1834,0,0
2026-04-04,"P-06",51,0,1964,1913,0,0
2026-04-06,"P-01",4,0,42,38,0,0
2026-04-06,"P-02",12,0,73,61,0,0
2026-04-06,"P-03",35,0,82,47,0,0
2026-04-06,"P-04",49,0,410,361,0,0
2026-04-06,"P-05",45,0,1834,1789,0,0
2026-04-06,"P-06",60,0,1913,1853,0,0
2026-04-07,"P-01",9,42,80,71,0,0
2026-04-07,"P-02",11,63,124,113,0,0
2026-04-07,"P-03",36,0,47,11,0,0
2026-04-07,"P-04",49,0,361,312,0,0
2026-04-07,"P-05",49,0,1789,1740,0,0
2026-04-07,"P-06",61,0,1853,1792,0,0
2026-04-08,"P-01",2,0,71,69,0,0
2026-04-08,"P-02",24,63,176,152,0,0
2026-04-08,"P-03",30,210,221,191,0,0
2026-04-08,"P-04",43,0,312,269,0,0
2026-04-08,"P-05",58,0,1740,1682,0,0
2026-04-08,"P-06",57,0,1792,1735,0,0
2026-04-09,"P-01",3,0,69,66,0,0
2026-04-09,"P-02",4,0,152,148,0,0
2026-04-09,"P-03",33,0,191,158,0,0
2026-04-09,"P-04",35,0,269,234,0,0
2026-04-09,"P-05",49,0,1682,1633,0,0
2026-04-09,"P-06",66,455,2190,2124,0,0
2026-04-10,"P-01",5,0,66,61,0,0
2026-04-10,"P-02",2,0,148,146,0,0
2026-04-10,"P-03",30,0,158,128,0,0
2026-04-10,"P-04",36,0,234,198,0,0
2026-04-10,"P-05",55,385,2018,1963,0,0
2026-04-10,"P-06",72,0,2124,2052,0,0
2026-04-11,"P-01",13,0,61,48,0,0
2026-04-11,"P-02",16,0,146,130,0,0
2026-04-11,"P-03",28,210,338,310,0,0
2026-04-11,"P-04",44,0,198,154,0,0
2026-04-11,"P-05",58,0,1963,1905,0,0
2026-04-11,"P-06",65,0,2052,1987,0,0
2026-04-13,"P-01",2,0,48,46,0,0
2026-04-13,"P-02",8,0,130,122,0,0
2026-04-13,"P-03",29,0,310,281,0,0
2026-04-13,"P-04",38,280,434,396,0,0
2026-04-13,"P-05",54,0,1905,1851,0,0
2026-04-13,"P-06",55,0,1987,1932,0,0
2026-04-14,"P-01",7,0,46,39,0,0
2026-04-14,"P-02",8,0,122,114,0,0
2026-04-14,"P-03",34,0,281,247,0,0
2026-04-14,"P-04",48,0,396,348,0,0
2026-04-14,"P-05",65,0,1851,1786,0,0
2026-04-14,"P-06",76,0,1932,1856,0,0
2026-04-15,"P-01",0,42,81,81,0,0
2026-04-15,"P-02",9,63,177,168,0,0
2026-04-15,"P-03",25,0,247,222,0,0
2026-04-15,"P-04",49,0,348,299,0,0
2026-04-15,"P-05",58,0,1786,1728,0,0
2026-04-15,"P-06",68,0,1856,1788,0,0
2026-04-16,"P-01",4,0,81,77,0,0
2026-04-16,"P-02",26,0,168,142,0,0
2026-04-16,"P-03",36,0,222,186,0,0
2026-04-16,"P-04",43,0,299,256,0,0
2026-04-16,"P-05",64,0,1728,1664,0,0
2026-04-16,"P-06",65,0,1788,1723,0,0
2026-04-17,"P-01",10,42,119,109,0,0
2026-04-17,"P-02",8,0,142,134,0,0
2026-04-17,"P-03",42,0,186,144,0,0
2026-04-17,"P-04",36,0,256,220,0,0
2026-04-17,"P-05",55,0,1664,1609,0,0
2026-04-17,"P-06",67,455,2178,2111,0,0
2026-04-18,"P-01",0,0,109,109,0,0
2026-04-18,"P-02",11,0,134,123,0,0
2026-04-18,"P-03",36,0,144,108,0,0
2026-04-18,"P-04",39,0,220,181,0,0
2026-04-18,"P-05",60,0,1609,1549,0,0
2026-04-18,"P-06",77,0,2111,2034,0,0
2026-04-20,"P-01",4,0,109,105,0,0
2026-04-20,"P-02",12,0,123,111,0,0
2026-04-20,"P-03",34,210,318,284,0,0
2026-04-20,"P-04",43,0,181,138,0,0
2026-04-20,"P-05",55,0,1549,1494,0,0
2026-04-20,"P-06",68,0,2034,1966,0,0
2026-04-21,"P-01",4,0,105,101,0,0
2026-04-21,"P-02",2,0,111,109,0,0
2026-04-21,"P-03",30,0,284,254,0,0
2026-04-21,"P-04",42,0,138,96,0,0
2026-04-21,"P-05",61,0,1494,1433,0,0
2026-04-21,"P-06",50,0,1966,1916,0,0
2026-04-22,"P-01",5,0,101,96,0,0
2026-04-22,"P-02",9,0,109,100,0,0
2026-04-22,"P-03",28,0,254,226,0,0
2026-04-22,"P-04",38,0,96,58,0,0
2026-04-22,"P-05",44,0,1433,1389,0,0
2026-04-22,"P-06",65,455,2371,2306,0,0
2026-04-23,"P-01",15,0,96,81,0,0
2026-04-23,"P-02",24,0,100,76,0,0
2026-04-23,"P-03",32,0,226,194,0,0
2026-04-23,"P-04",34,280,338,304,0,0
2026-04-23,"P-05",47,385,1774,1727,0,0
2026-04-23,"P-06",71,0,2306,2235,0,0
2026-04-24,"P-01",4,0,81,77,0,0
2026-04-24,"P-02",37,0,76,39,0,0
2026-04-24,"P-03",31,0,194,163,0,0
2026-04-24,"P-04",46,0,304,258,0,0
2026-04-24,"P-05",64,0,1727,1663,0,0
2026-04-24,"P-06",76,0,2235,2159,0,0
2026-04-25,"P-01",7,0,77,70,0,0
2026-04-25,"P-02",12,0,39,27,0,0
2026-04-25,"P-03",25,210,373,348,0,0
2026-04-25,"P-04",34,280,538,504,0,0
2026-04-25,"P-05",57,0,1663,1606,0,0
2026-04-25,"P-06",55,0,2159,2104,0,0
2026-04-27,"P-01",13,0,70,57,0,0
2026-04-27,"P-02",18,0,27,9,0,0
2026-04-27,"P-03",21,0,348,327,0,0
2026-04-27,"P-04",36,0,504,468,0,0
2026-04-27,"P-05",49,0,1606,1557,0,0
2026-04-27,"P-06",65,0,2104,2039,0,0
2026-04-28,"P-01",1,0,57,56,0,0
2026-04-28,"P-02",8,0,9,1,0,0
2026-04-28,"P-03",37,0,327,290,0,0
2026-04-28,"P-04",34,0,468,434,0,0
2026-04-28,"P-05",47,0,1557,1510,0,0
2026-04-28,"P-06",62,0,2039,1977,0,0
2026-04-29,"P-01",4,0,56,52,0,0
2026-04-29,"P-02",2,126,127,125,0,0
2026-04-29,"P-03",18,0,290,272,0,0
2026-04-29,"P-04",39,0,434,395,0,0
2026-04-29,"P-05",54,385,1895,1841,0,0
2026-04-29,"P-06",61,455,2432,2371,0,0
2026-04-30,"P-01",7,42,94,87,0,0
2026-04-30,"P-02",20,0,125,105,0,0
2026-04-30,"P-03",24,0,272,248,0,0
2026-04-30,"P-04",43,0,395,352,0,0
2026-04-30,"P-05",52,0,1841,1789,0,0
2026-04-30,"P-06",83,0,2371,2288,0,0
2026-05-01,"P-01",17,0,87,70,0,0
2026-05-01,"P-02",3,0,105,102,0,0
2026-05-01,"P-03",35,210,458,423,0,0
2026-05-01,"P-04",33,0,352,319,0,0
2026-05-01,"P-05",48,0,1789,1741,0,0
2026-05-01,"P-06",58,0,2288,2230,0,0
2026-05-02,"P-01",8,0,70,62,0,0
2026-05-02,"P-02",6,0,102,96,0,0
2026-05-02,"P-03",35,0,423,388,0,0
2026-05-02,"P-04",31,280,599,568,0,0
2026-05-02,"P-05",52,0,1741,1689,0,0
2026-05-02,"P-06",69,0,2230,2161,0,0
2026-05-04,"P-01",2,0,62,60,0,0
2026-05-04,"P-02",12,0,96,84,0,0
2026-05-04,"P-03",30,0,388,358,0,0
2026-05-04,"P-04",41,0,568,527,0,0
2026-05-04,"P-05",50,0,1689,1639,0,0
2026-05-04,"P-06",68,0,2161,2093,0,0
2026-05-05,"P-01",3,0,60,57,0,0
2026-05-05,"P-02",9,0,84,75,0,0
2026-05-05,"P-03",26,0,358,332,0,0
2026-05-05,"P-04",54,0,527,473,0,0
2026-05-05,"P-05",50,0,1639,1589,0,0
2026-05-05,"P-06",71,0,2093,2022,0,0
2026-05-06,"P-01",2,0,57,55,0,0
2026-05-06,"P-02",26,0,75,49,0,0
2026-05-06,"P-03",32,0,332,300,0,0
2026-05-06,"P-04",35,0,473,438,0,0
2026-05-06,"P-05",59,0,1589,1530,0,0
2026-05-06,"P-06",58,0,2022,1964,0,0
2026-05-07,"P-01",15,0,55,40,0,0
2026-05-07,"P-02",16,63,112,96,0,0
2026-05-07,"P-03",24,0,300,276,0,0
2026-05-07,"P-04",54,0,438,384,0,0
2026-05-07,"P-05",51,0,1530,1479,0,0
2026-05-07,"P-06",57,0,1964,1907,0,0
2026-05-08,"P-01",4,0,40,36,0,0
2026-05-08,"P-02",2,0,96,94,0,0
2026-05-08,"P-03",24,0,276,252,0,0
2026-05-08,"P-04",30,0,384,354,0,0
2026-05-08,"P-05",41,385,1864,1823,0,0
2026-05-08,"P-06",54,0,1907,1853,0,0
2026-05-09,"P-01",11,0,36,25,0,0
2026-05-09,"P-02",2,0,94,92,0,0
2026-05-09,"P-03",39,0,252,213,0,0
2026-05-09,"P-04",34,0,354,320,0,0
2026-05-09,"P-05",49,0,1823,1774,0,0
2026-05-09,"P-06",65,0,1853,1788,0,0
2026-05-11,"P-01",7,0,25,18,0,0
2026-05-11,"P-02",2,0,92,90,0,0
2026-05-11,"P-03",28,0,213,185,0,0
2026-05-11,"P-04",33,0,320,287,0,0
2026-05-11,"P-05",46,0,1774,1728,0,0
2026-05-11,"P-06",69,0,1788,1719,0,0
2026-05-12,"P-01",8,0,18,10,0,0
2026-05-12,"P-02",3,0,90,87,0,0
2026-05-12,"P-03",37,0,185,148,0,0
2026-05-12,"P-04",46,0,287,241,0,0
2026-05-12,"P-05",65,0,1728,1663,0,0
2026-05-12,"P-06",66,0,1719,1653,0,0
2026-05-13,"P-01",2,0,10,8,0,0
2026-05-13,"P-02",15,0,87,72,0,0
2026-05-13,"P-03",27,210,358,331,0,0
2026-05-13,"P-04",46,0,241,195,0,0
2026-05-13,"P-05",64,0,1663,1599,0,0
2026-05-13,"P-06",71,455,2108,2037,0,0
2026-05-14,"P-01",4,42,50,46,0,0
2026-05-14,"P-02",2,0,72,70,0,0
2026-05-14,"P-03",37,0,331,294,0,0
2026-05-14,"P-04",32,0,195,163,0,0
2026-05-14,"P-05",42,0,1599,1557,0,0
2026-05-14,"P-06",66,0,2037,1971,0,0
2026-05-15,"P-01",4,0,46,42,0,0
2026-05-15,"P-02",6,0,70,64,0,0
2026-05-15,"P-03",33,210,504,471,0,0
2026-05-15,"P-04",52,280,443,391,0,0
2026-05-15,"P-05",44,385,1942,1898,0,0
2026-05-15,"P-06",57,0,1971,1914,0,0
2026-05-16,"P-01",4,0,42,38,0,0
2026-05-16,"P-02",4,63,127,123,0,0
2026-05-16,"P-03",22,0,471,449,0,0
2026-05-16,"P-04",46,0,391,345,0,0
2026-05-16,"P-05",48,0,1898,1850,0,0
2026-05-16,"P-06",76,0,1914,1838,0,0
2026-05-18,"P-01",11,0,38,27,0,0
2026-05-18,"P-02",1,63,186,185,0,0
2026-05-18,"P-03",34,0,449,415,0,0
2026-05-18,"P-04",44,0,345,301,0,0
2026-05-18,"P-05",58,0,1850,1792,0,0
2026-05-18,"P-06",66,0,1838,1772,0,0
2026-05-19,"P-01",2,0,27,25,0,0
2026-05-19,"P-02",2,0,185,183,0,0
2026-05-19,"P-03",30,0,415,385,0,0
2026-05-19,"P-04",35,0,301,266,0,0
2026-05-19,"P-05",46,0,1792,1746,0,0
2026-05-19,"P-06",74,0,1772,1698,0,0
2026-05-20,"P-01",26,42,67,41,0,0
2026-05-20,"P-02",16,0,183,167,0,0
2026-05-20,"P-03",29,0,385,356,0,0
2026-05-20,"P-04",27,0,266,239,0,0
2026-05-20,"P-05",67,0,1746,1679,0,0
2026-05-20,"P-06",40,0,1698,1658,0,0
2026-05-21,"P-01",12,42,83,71,0,0
2026-05-21,"P-02",10,0,167,157,0,0
2026-05-21,"P-03",29,0,356,327,0,0
2026-05-21,"P-04",44,0,239,195,0,0
2026-05-21,"P-05",56,0,1679,1623,0,0
2026-05-21,"P-06",62,455,2113,2051,0,0
2026-05-22,"P-01",12,0,71,59,0,0
2026-05-22,"P-02",2,0,157,155,0,0
2026-05-22,"P-03",21,0,327,306,0,0
2026-05-22,"P-04",49,0,195,146,0,0
2026-05-22,"P-05",54,385,2008,1954,0,0
2026-05-22,"P-06",54,0,2051,1997,0,0
2026-05-23,"P-01",8,0,59,51,0,0
2026-05-23,"P-02",2,0,155,153,0,0
2026-05-23,"P-03",24,0,306,282,0,0
2026-05-23,"P-04",51,280,426,375,0,0
2026-05-23,"P-05",58,0,1954,1896,0,0
2026-05-23,"P-06",57,0,1997,1940,0,0
2026-05-25,"P-01",3,0,51,48,0,0
2026-05-25,"P-02",15,0,153,138,0,0
2026-05-25,"P-03",30,0,282,252,0,0
2026-05-25,"P-04",33,0,375,342,0,0
2026-05-25,"P-05",52,0,1896,1844,0,0
2026-05-25,"P-06",65,0,1940,1875,0,0
2026-05-26,"P-01",5,0,48,43,0,0
2026-05-26,"P-02",5,0,138,133,0,0
2026-05-26,"P-03",30,0,252,222,0,0
2026-05-26,"P-04",43,0,342,299,0,0
2026-05-26,"P-05",60,0,1844,1784,0,0
2026-05-26,"P-06",51,0,1875,1824,0,0
2026-05-27,"P-01",7,0,43,36,0,0
2026-05-27,"P-02",3,0,133,130,0,0
2026-05-27,"P-03",25,0,222,197,0,0
2026-05-27,"P-04",35,0,299,264,0,0
2026-05-27,"P-05",69,0,1784,1715,0,0
2026-05-27,"P-06",66,455,2279,2213,0,0
2026-05-28,"P-01",13,0,36,23,0,0
2026-05-28,"P-02",0,63,193,193,0,0
2026-05-28,"P-03",30,210,407,377,0,0
2026-05-28,"P-04",34,0,264,230,0,0
2026-05-28,"P-05",38,0,1715,1677,0,0
2026-05-28,"P-06",62,0,2213,2151,0,0
2026-05-29,"P-01",4,0,23,19,0,0
2026-05-29,"P-02",4,0,193,189,0,0
2026-05-29,"P-03",28,0,377,349,0,0
2026-05-29,"P-04",28,0,230,202,0,0
2026-05-29,"P-05",54,0,1677,1623,0,0
2026-05-29,"P-06",66,0,2151,2085,0,0
2026-05-30,"P-01",4,0,19,15,0,0
2026-05-30,"P-02",9,0,189,180,0,0
2026-05-30,"P-03",25,0,349,324,0,0
2026-05-30,"P-04",50,280,482,432,0,0
2026-05-30,"P-05",55,0,1623,1568,0,0
2026-05-30,"P-06",63,0,2085,2022,0,0
2026-06-01,"P-01",5,0,15,10,0,0
2026-06-01,"P-02",22,0,180,158,0,0
2026-06-01,"P-03",52,0,324,272,0,0
2026-06-01,"P-04",73,0,432,359,0,0
2026-06-01,"P-05",57,0,1568,1511,0,0
2026-06-01,"P-06",60,0,2022,1962,0,0
2026-06-02,"P-01",4,42,52,48,0,0
2026-06-02,"P-02",7,0,158,151,0,0
2026-06-02,"P-03",54,0,272,218,0,0
2026-06-02,"P-04",65,0,359,294,0,0
2026-06-02,"P-05",53,0,1511,1458,0,0
2026-06-02,"P-06",63,0,1962,1899,0,0
2026-06-03,"P-01",6,0,48,42,0,0
2026-06-03,"P-02",2,0,151,149,0,0
2026-06-03,"P-03",70,0,218,148,0,0
2026-06-03,"P-04",77,0,294,217,0,0
2026-06-03,"P-05",43,385,1843,1800,0,0
2026-06-03,"P-06",61,0,1899,1838,0,0
2026-06-04,"P-01",8,0,42,34,0,0
2026-06-04,"P-02",8,0,149,141,0,0
2026-06-04,"P-03",62,210,358,296,0,0
2026-06-04,"P-04",66,0,217,151,0,0
2026-06-04,"P-05",62,0,1800,1738,0,0
2026-06-04,"P-06",58,455,2293,2235,0,0
2026-06-05,"P-01",6,0,34,28,0,0
2026-06-05,"P-02",8,0,141,133,0,0
2026-06-05,"P-03",60,0,296,236,0,0
2026-06-05,"P-04",87,0,151,64,0,0
2026-06-05,"P-05",66,0,1738,1672,0,0
2026-06-05,"P-06",69,0,2235,2166,0,0
2026-06-06,"P-01",3,0,28,25,0,0
2026-06-06,"P-02",1,0,133,132,0,0
2026-06-06,"P-03",53,0,236,183,0,0
2026-06-06,"P-04",75,0,64,0,1,11
2026-06-06,"P-05",54,0,1672,1618,0,0
2026-06-06,"P-06",59,0,2166,2107,0,0
2026-06-08,"P-01",4,0,25,21,0,0
2026-06-08,"P-02",9,0,132,123,0,0
2026-06-08,"P-03",55,210,393,338,0,0
2026-06-08,"P-04",79,280,280,201,0,0
2026-06-08,"P-05",48,0,1618,1570,0,0
2026-06-08,"P-06",65,0,2107,2042,0,0
2026-06-09,"P-01",10,0,21,11,0,0
2026-06-09,"P-02",19,0,123,104,0,0
2026-06-09,"P-03",67,0,338,271,0,0
2026-06-09,"P-04",79,0,201,122,0,0
2026-06-09,"P-05",57,0,1570,1513,0,0
2026-06-09,"P-06",65,455,2497,2432,0,0
2026-06-10,"P-01",3,42,53,50,0,0
2026-06-10,"P-02",2,0,104,102,0,0
2026-06-10,"P-03",54,0,271,217,0,0
2026-06-10,"P-04",80,0,122,42,0,0
2026-06-10,"P-05",65,0,1513,1448,0,0
2026-06-10,"P-06",55,0,2432,2377,0,0
2026-06-11,"P-01",16,0,50,34,0,0
2026-06-11,"P-02",4,0,102,98,0,0
2026-06-11,"P-03",48,0,217,169,0,0
2026-06-11,"P-04",83,0,42,0,1,41
2026-06-11,"P-05",51,385,1833,1782,0,0
2026-06-11,"P-06",66,0,2377,2311,0,0
2026-06-12,"P-01",3,0,34,31,0,0
2026-06-12,"P-02",11,0,98,87,0,0
2026-06-12,"P-03",51,210,379,328,0,0
2026-06-12,"P-04",91,0,0,0,1,91
2026-06-12,"P-05",60,0,1782,1722,0,0
2026-06-12,"P-06",72,0,2311,2239,0,0
2026-06-13,"P-01",3,0,31,28,0,0
2026-06-13,"P-02",13,0,87,74,0,0
2026-06-13,"P-03",53,0,328,275,0,0
2026-06-13,"P-04",94,0,0,0,1,94
2026-06-13,"P-05",57,0,1722,1665,0,0
2026-06-13,"P-06",71,0,2239,2168,0,0
2026-06-15,"P-01",4,42,70,66,0,0
2026-06-15,"P-02",3,63,137,134,0,0
2026-06-15,"P-03",60,0,275,215,0,0
2026-06-15,"P-04",65,280,280,215,0,0
2026-06-15,"P-05",53,0,1665,1612,0,0
2026-06-15,"P-06",54,0,2168,2114,0,0
2026-06-16,"P-01",3,0,66,63,0,0
2026-06-16,"P-02",5,0,134,129,0,0
2026-06-16,"P-03",62,0,215,153,0,0
2026-06-16,"P-04",71,0,215,144,0,0
2026-06-16,"P-05",44,0,1612,1568,0,0
2026-06-16,"P-06",73,0,2114,2041,0,0
2026-06-17,"P-01",8,0,63,55,0,0
2026-06-17,"P-02",10,0,129,119,0,0
2026-06-17,"P-03",56,0,153,97,0,0
2026-06-17,"P-04",73,0,144,71,0,0
2026-06-17,"P-05",65,0,1568,1503,0,0
2026-06-17,"P-06",62,0,2041,1979,0,0
2026-06-18,"P-01",1,0,55,54,0,0
2026-06-18,"P-02",26,0,119,93,0,0
2026-06-18,"P-03",58,0,97,39,0,0
2026-06-18,"P-04",72,0,71,0,1,1
2026-06-18,"P-05",68,385,1888,1820,0,0
2026-06-18,"P-06",69,0,1979,1910,0,0
2026-06-19,"P-01",3,0,54,51,0,0
2026-06-19,"P-02",5,63,156,151,0,0
2026-06-19,"P-03",42,0,39,0,1,3
2026-06-19,"P-04",73,280,280,207,0,0
2026-06-19,"P-05",53,0,1820,1767,0,0
2026-06-19,"P-06",77,0,1910,1833,0,0
2026-06-20,"P-01",1,42,93,92,0,0
2026-06-20,"P-02",10,0,151,141,0,0
2026-06-20,"P-03",54,0,0,0,1,54
2026-06-20,"P-04",78,0,207,129,0,0
2026-06-20,"P-05",35,0,1767,1732,0,0
2026-06-20,"P-06",59,0,1833,1774,0,0
2026-06-22,"P-01",7,0,92,85,0,0
2026-06-22,"P-02",11,0,141,130,0,0
2026-06-22,"P-03",54,210,210,156,0,0
2026-06-22,"P-04",73,0,129,56,0,0
2026-06-22,"P-05",52,0,1732,1680,0,0
2026-06-22,"P-06",71,0,1774,1703,0,0
2026-06-23,"P-01",2,0,85,83,0,0
2026-06-23,"P-02",5,0,130,125,0,0
2026-06-23,"P-03",47,0,156,109,0,0
2026-06-23,"P-04",81,0,56,0,1,25
2026-06-23,"P-05",46,0,1680,1634,0,0
2026-06-23,"P-06",71,0,1703,1632,0,0
2026-06-24,"P-01",3,0,83,80,0,0
2026-06-24,"P-02",0,0,125,125,0,0
2026-06-24,"P-03",60,0,109,49,0,0
2026-06-24,"P-04",73,0,0,0,1,73
2026-06-24,"P-05",45,0,1634,1589,0,0
2026-06-24,"P-06",67,455,2087,2020,0,0
2026-06-25,"P-01",10,0,80,70,0,0
2026-06-25,"P-02",2,0,125,123,0,0
2026-06-25,"P-03",60,0,49,0,1,11
2026-06-25,"P-04",69,0,0,0,1,69
2026-06-25,"P-05",51,385,1974,1923,0,0
2026-06-25,"P-06",74,0,2020,1946,0,0
2026-06-26,"P-01",5,0,70,65,0,0
2026-06-26,"P-02",8,0,123,115,0,0
2026-06-26,"P-03",55,0,0,0,1,55
2026-06-26,"P-04",69,0,0,0,1,69
2026-06-26,"P-05",50,0,1923,1873,0,0
2026-06-26,"P-06",59,0,1946,1887,0,0
2026-06-27,"P-01",3,0,65,62,0,0
2026-06-27,"P-02",1,0,115,114,0,0
2026-06-27,"P-03",64,210,210,146,0,0
2026-06-27,"P-04",80,280,280,200,0,0
2026-06-27,"P-05",60,0,1873,1813,0,0
2026-06-27,"P-06",84,0,1887,1803,0,0
2026-06-29,"P-01",6,0,62,56,0,0
2026-06-29,"P-02",3,0,114,111,0,0
2026-06-29,"P-03",69,0,146,77,0,0
2026-06-29,"P-04",68,0,200,132,0,0
2026-06-29,"P-05",58,0,1813,1755,0,0
2026-06-29,"P-06",64,0,1803,1739,0,0
2026-06-30,"P-01",0,0,56,56,0,0
2026-06-30,"P-02",16,0,111,95,0,0
2026-06-30,"P-03",57,0,77,20,0,0
2026-06-30,"P-04",87,0,132,45,0,0
2026-06-30,"P-05",52,0,1755,1703,0,0
2026-06-30,"P-06",64,0,1739,1675,0,0
