"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik","DefectRatePct","PencapaianPct","Bulan","Hari"
"PRD-00797",2026-02-02,"Malam","Line-B","OP03","M-03","Housing",324,301,5,8,43.7,1.66,92.9,"2026-02","Monday"
"PRD-00798",2026-02-03,"Malam","Line-B","OP06","M-03","Bracket",377,361,14,12,45.4,3.88,95.8,"2026-02","Tuesday"
"PRD-00799",2026-02-04,"Malam","Line-B","OP06","M-03","Housing",263,275,6,33,41.2,2.18,104.6,"2026-02","Wednesday"
"PRD-00800",2026-02-05,"Malam","Line-B","OP07","M-03","Bracket",375,406,7,14,36.4,1.72,108.3,"2026-02","Thursday"
"PRD-00801",2026-02-06,"Malam","Line-B","OP06","M-04","Shaft",296,280,9,20,48.2,3.21,94.6,"2026-02","Friday"
"PRD-00802",2026-02-07,"Malam","Line-B","OP08","M-03","Bracket",318,303,12,19,49,3.96,95.3,"2026-02","Saturday"
"PRD-00803",2026-02-09,"Malam","Line-B","OP03","M-03","Housing",305,304,5,56,42.4,1.64,99.7,"2026-02","Monday"
"PRD-00804",2026-02-10,"Malam","Line-B","OP03","M-04","Shaft",258,259,9,59,50,3.47,100.4,"2026-02","Tuesday"
"PRD-00805",2026-02-11,"Malam","Line-B","OP08","M-04","Bracket",379,349,3,27,46.7,0.86,92.1,"2026-02","Wednesday"
"PRD-00806",2026-02-12,"Malam","Line-B","OP05","M-04","Shaft",248,240,4,37,57.5,1.67,96.8,"2026-02","Thursday"
"PRD-00807",2026-02-13,"Malam","Line-B","OP08","M-03","Shaft",291,268,1,0,55,0.37,92.1,"2026-02","Friday"
"PRD-00808",2026-02-14,"Malam","Line-B","OP02","M-03","Bracket",385,373,7,9,38.9,1.88,96.9,"2026-02","Saturday"
"PRD-00809",2026-02-16,"Malam","Line-B","OP03","M-04","Bracket",354,346,12,23,45.3,3.47,97.7,"2026-02","Monday"
"PRD-00810",2026-02-17,"Malam","Line-B","OP08","M-03","Bracket",401,378,4,22,54,1.06,94.3,"2026-02","Tuesday"
"PRD-00811",2026-02-18,"Malam","Line-B","OP06","M-03","Housing",318,345,14,6,45.2,4.06,108.5,"2026-02","Wednesday"
"PRD-00812",2026-02-19,"Malam","Line-B","OP02","M-03","Bracket",358,332,1,43,46.3,0.3,92.7,"2026-02","Thursday"
"PRD-00813",2026-02-20,"Malam","Line-B","OP06","M-04","Housing",334,339,17,9,33,5.01,101.5,"2026-02","Friday"
"PRD-00814",2026-02-21,"Malam","Line-B","OP04","M-03","Housing",272,240,11,9,45.7,4.58,88.2,"2026-02","Saturday"
"PRD-00815",2026-02-23,"Malam","Line-B","OP03","M-03","Bracket",328,338,5,29,47.2,1.48,103,"2026-02","Monday"
"PRD-00816",2026-02-24,"Malam","Line-B","OP08","M-04","Housing",294,289,5,14,39.2,1.73,98.3,"2026-02","Tuesday"
"PRD-00817",2026-02-25,"Malam","Line-B","OP02","M-03","Housing",288,302,4,55,47.3,1.32,104.9,"2026-02","Wednesday"
"PRD-00818",2026-02-26,"Malam","Line-B","OP07","M-03","Housing",316,284,2,18,50.3,0.7,89.9,"2026-02","Thursday"
"PRD-00819",2026-02-27,"Malam","Line-B","OP03","M-03","Bracket",390,408,13,10,46,3.19,104.6,"2026-02","Friday"
"PRD-00820",2026-02-28,"Malam","Line-B","OP02","M-04","Bracket",411,427,10,12,37.7,2.34,103.9,"2026-02","Saturday"
"PRD-00821",2026-03-02,"Malam","Line-B","OP06","M-04","Shaft",243,223,22,20,51.8,9.87,91.8,"2026-03","Monday"
"PRD-00822",2026-03-03,"Malam","Line-B","OP01","M-03","Housing",290,282,5,35,47.1,1.77,97.2,"2026-03","Tuesday"
"PRD-00823",2026-03-04,"Malam","Line-B","OP07","M-04","Bracket",409,386,18,28,53.8,4.66,94.4,"2026-03","Wednesday"
"PRD-00824",2026-03-05,"Malam","Line-B","OP03","M-04","Housing",314,297,13,9,46.4,4.38,94.6,"2026-03","Thursday"
"PRD-00825",2026-03-06,"Malam","Line-B","OP02","M-04","Shaft",271,270,4,11,39.4,1.48,99.6,"2026-03","Friday"
"PRD-00826",2026-03-07,"Malam","Line-B","OP01","M-04","Housing",264,269,3,10,54,1.12,101.9,"2026-03","Saturday"
"PRD-00827",2026-03-09,"Malam","Line-B","OP01","M-04","Shaft",289,280,9,10,58.8,3.21,96.9,"2026-03","Monday"
"PRD-00828",2026-03-10,"Malam","Line-B","OP03","M-04","Bracket",379,406,11,77,48.2,2.71,107.1,"2026-03","Tuesday"
"PRD-00829",2026-03-11,"Malam","Line-B","OP03","M-03","Shaft",248,255,8,5,54.3,3.14,102.8,"2026-03","Wednesday"
"PRD-00830",2026-03-12,"Malam","Line-B","OP04","M-03","Shaft",253,235,5,27,57.4,2.13,92.9,"2026-03","Thursday"
"PRD-00831",2026-03-13,"Malam","Line-B","OP03","M-04","Shaft",277,248,6,10,56.1,2.42,89.5,"2026-03","Friday"
"PRD-00832",2026-03-14,"Malam","Line-B","OP03","M-04","Shaft",252,247,3,20,56.9,1.21,98,"2026-03","Saturday"
"PRD-00833",2026-03-16,"Malam","Line-B","OP08","M-04","Bracket",366,409,11,14,45.9,2.69,111.7,"2026-03","Monday"
"PRD-00834",2026-03-17,"Malam","Line-B","OP06","M-04","Shaft",273,284,21,13,57.5,7.39,104,"2026-03","Tuesday"
"PRD-00835",2026-03-18,"Malam","Line-B","OP02","M-03","Bracket",333,326,4,19,50.8,1.23,97.9,"2026-03","Wednesday"
"PRD-00836",2026-03-19,"Malam","Line-B","OP04","M-04","Housing",321,326,17,8,55.3,5.21,101.6,"2026-03","Thursday"
"PRD-00837",2026-03-20,"Malam","Line-B","OP01","M-04","Housing",298,295,8,29,44.7,2.71,99,"2026-03","Friday"
"PRD-00838",2026-03-21,"Malam","Line-B","OP04","M-04","Bracket",388,366,23,16,55.4,6.28,94.3,"2026-03","Saturday"
"PRD-00839",2026-03-23,"Malam","Line-B","OP06","M-03","Shaft",262,270,7,13,51.8,2.59,103.1,"2026-03","Monday"
"PRD-00840",2026-03-24,"Malam","Line-B","OP01","M-04","Shaft",256,244,7,11,53.5,2.87,95.3,"2026-03","Tuesday"
"PRD-00841",2026-03-25,"Malam","Line-B","OP07","M-04","Housing",271,259,9,50,42.2,3.47,95.6,"2026-03","Wednesday"
"PRD-00842",2026-03-26,"Malam","Line-B","OP02","M-03","Housing",358,314,8,7,38.8,2.55,87.7,"2026-03","Thursday"
"PRD-00843",2026-03-27,"Malam","Line-B","OP06","M-04","Housing",335,342,21,16,46.1,6.14,102.1,"2026-03","Friday"
"PRD-00844",2026-03-28,"Malam","Line-B","OP07","M-03","Shaft",295,243,3,15,51.5,1.23,82.4,"2026-03","Saturday"
"PRD-00845",2026-03-30,"Malam","Line-B","OP03","M-03","Shaft",239,221,4,9,52.9,1.81,92.5,"2026-03","Monday"
"PRD-00846",2026-03-31,"Malam","Line-B","OP02","M-03","Housing",319,332,13,14,52.3,3.92,104.1,"2026-03","Tuesday"
"PRD-00847",2026-04-01,"Malam","Line-B","OP02","M-03","Shaft",255,256,1,9,44.8,0.39,100.4,"2026-04","Wednesday"
"PRD-00848",2026-04-02,"Malam","Line-B","OP02","M-03","Bracket",394,348,2,11,49.3,0.57,88.3,"2026-04","Thursday"
"PRD-00849",2026-04-03,"Malam","Line-B","OP07","M-03","Housing",296,287,4,14,55.6,1.39,97,"2026-04","Friday"
"PRD-00850",2026-04-04,"Malam","Line-B","OP06","M-04","Bracket",399,379,19,13,46,5.01,95,"2026-04","Saturday"
"PRD-00851",2026-04-06,"Malam","Line-B","OP05","M-03","Housing",319,295,3,32,50.6,1.02,92.5,"2026-04","Monday"
"PRD-00852",2026-04-07,"Malam","Line-B","OP08","M-03","Bracket",356,325,2,74,48.6,0.62,91.3,"2026-04","Tuesday"
"PRD-00853",2026-04-08,"Malam","Line-B","OP05","M-03","Bracket",370,352,7,19,44,1.99,95.1,"2026-04","Wednesday"
"PRD-00854",2026-04-09,"Malam","Line-B","OP03","M-04","Housing",306,300,3,44,55.6,1,98,"2026-04","Thursday"
"PRD-00855",2026-04-10,"Malam","Line-B","OP01","M-03","Housing",326,319,6,59,48.4,1.88,97.9,"2026-04","Friday"
"PRD-00856",2026-04-11,"Malam","Line-B","OP07","M-03","Bracket",406,388,17,9,50,4.38,95.6,"2026-04","Saturday"
"PRD-00857",2026-04-13,"Malam","Line-B","OP05","M-03","Shaft",250,227,3,13,61.3,1.32,90.8,"2026-04","Monday"
"PRD-00858",2026-04-14,"Malam","Line-B","OP04","M-03","Housing",318,303,8,7,46.7,2.64,95.3,"2026-04","Tuesday"
"PRD-00859",2026-04-15,"Malam","Line-B","OP04","M-04","Housing",336,352,15,14,50.1,4.26,104.8,"2026-04","Wednesday"
"PRD-00860",2026-04-16,"Malam","Line-B","OP02","M-03","Bracket",435,389,6,45,44.1,1.54,89.4,"2026-04","Thursday"
"PRD-00861",2026-04-17,"Malam","Line-B","OP08","M-04","Housing",317,338,11,17,47.6,3.25,106.6,"2026-04","Friday"
"PRD-00862",2026-04-18,"Malam","Line-B","OP01","M-04","Bracket",390,344,7,13,47.4,2.03,88.2,"2026-04","Saturday"
"PRD-00863",2026-04-20,"Malam","Line-B","OP01","M-04","Bracket",395,397,5,31,46,1.26,100.5,"2026-04","Monday"
"PRD-00864",2026-04-21,"Malam","Line-B","OP05","M-04","Bracket",394,369,10,9,47.4,2.71,93.7,"2026-04","Tuesday"
"PRD-00865",2026-04-22,"Malam","Line-B","OP05","M-03","Housing",307,302,3,11,52.7,0.99,98.4,"2026-04","Wednesday"
"PRD-00866",2026-04-23,"Malam","Line-B","OP02","M-04","Bracket",386,387,9,10,58.4,2.33,100.3,"2026-04","Thursday"
"PRD-00867",2026-04-24,"Malam","Line-B","OP05","M-04","Shaft",299,321,9,43,51.1,2.8,107.4,"2026-04","Friday"
"PRD-00868",2026-04-25,"Malam","Line-B","OP06","M-03","Housing",286,287,11,8,49.9,3.83,100.3,"2026-04","Saturday"
"PRD-00869",2026-04-27,"Malam","Line-B","OP01","M-04","Housing",333,321,5,30,51.9,1.56,96.4,"2026-04","Monday"
"PRD-00870",2026-04-28,"Malam","Line-B","OP01","M-03","Shaft",248,229,3,29,50.3,1.31,92.3,"2026-04","Tuesday"
"PRD-00871",2026-04-29,"Malam","Line-B","OP02","M-04","Bracket",384,414,19,19,51.6,4.59,107.8,"2026-04","Wednesday"
"PRD-00872",2026-04-30,"Malam","Line-B","OP08","M-03","Housing",329,326,5,1,41.2,1.53,99.1,"2026-04","Thursday"
"PRD-00873",2026-05-01,"Malam","Line-B","OP06","M-03","Bracket",378,362,13,2,47.4,3.59,95.8,"2026-05","Friday"
"PRD-00874",2026-05-02,"Malam","Line-B","OP02","M-03","Bracket",362,329,9,1,55.3,2.74,90.9,"2026-05","Saturday"
"PRD-00875",2026-05-04,"Malam","Line-B","OP07","M-04","Housing",302,287,7,13,46.2,2.44,95,"2026-05","Monday"
"PRD-00876",2026-05-05,"Malam","Line-B","OP04","M-03","Housing",289,330,7,6,49.7,2.12,114.2,"2026-05","Tuesday"
"PRD-00877",2026-05-06,"Malam","Line-B","OP03","M-04","Bracket",391,405,11,9,45.7,2.72,103.6,"2026-05","Wednesday"
"PRD-00878",2026-05-07,"Malam","Line-B","OP08","M-04","Shaft",268,245,4,29,52.4,1.63,91.4,"2026-05","Thursday"
"PRD-00879",2026-05-08,"Malam","Line-B","OP06","M-03","Shaft",261,270,5,11,52.1,1.85,103.4,"2026-05","Friday"
"PRD-00880",2026-05-09,"Malam","Line-B","OP05","M-03","Housing",302,301,4,24,49.2,1.33,99.7,"2026-05","Saturday"
"PRD-00881",2026-05-11,"Malam","Line-B","OP08","M-03","Housing",309,292,4,26,48,1.37,94.5,"2026-05","Monday"
"PRD-00882",2026-05-12,"Malam","Line-B","OP07","M-04","Housing",332,283,12,9,42.2,4.24,85.2,"2026-05","Tuesday"
"PRD-00883",2026-05-13,"Malam","Line-B","OP04","M-04","Shaft",276,277,6,23,57.3,2.17,100.4,"2026-05","Wednesday"
"PRD-00884",2026-05-14,"Malam","Line-B","OP08","M-04","Bracket",402,381,6,16,49,1.57,94.8,"2026-05","Thursday"
"PRD-00885",2026-05-15,"Malam","Line-B","OP06","M-04","Housing",295,299,15,30,52.4,5.02,101.4,"2026-05","Friday"
"PRD-00886",2026-05-16,"Malam","Line-B","OP08","M-04","Housing",316,316,13,22,51.8,4.11,100,"2026-05","Saturday"
"PRD-00887",2026-05-18,"Malam","Line-B","OP06","M-03","Housing",322,332,9,22,46.3,2.71,103.1,"2026-05","Monday"
"PRD-00888",2026-05-19,"Malam","Line-B","OP01","M-03","Bracket",360,348,2,5,57.6,0.57,96.7,"2026-05","Tuesday"
"PRD-00889",2026-05-20,"Malam","Line-B","OP08","M-04","Housing",332,299,4,15,53.5,1.34,90.1,"2026-05","Wednesday"
"PRD-00890",2026-05-21,"Malam","Line-B","OP01","M-03","Housing",305,310,2,10,44.5,0.65,101.6,"2026-05","Thursday"
"PRD-00891",2026-05-22,"Malam","Line-B","OP07","M-03","Housing",346,337,15,13,49.1,4.45,97.4,"2026-05","Friday"
"PRD-00892",2026-05-23,"Malam","Line-B","OP08","M-04","Housing",313,314,4,56,41.5,1.27,100.3,"2026-05","Saturday"
"PRD-00893",2026-05-25,"Malam","Line-B","OP04","M-04","Shaft",266,254,25,27,45.4,9.84,95.5,"2026-05","Monday"
"PRD-00894",2026-05-26,"Malam","Line-B","OP06","M-04","Housing",301,291,25,10,53.4,8.59,96.7,"2026-05","Tuesday"
"PRD-00895",2026-05-27,"Malam","Line-B","OP03","M-04","Housing",277,266,11,18,43.9,4.14,96,"2026-05","Wednesday"
"PRD-00896",2026-05-28,"Malam","Line-B","OP05","M-04","Bracket",410,347,7,26,57,2.02,84.6,"2026-05","Thursday"
"PRD-00897",2026-05-29,"Malam","Line-B","OP07","M-04","Bracket",414,434,23,71,49.5,5.3,104.8,"2026-05","Friday"
"PRD-00898",2026-05-30,"Malam","Line-B","OP07","M-03","Bracket",401,386,8,1,48.1,2.07,96.3,"2026-05","Saturday"
"PRD-00899",2026-06-01,"Malam","Line-B","OP03","M-04","Shaft",270,259,7,34,57.9,2.7,95.9,"2026-06","Monday"
"PRD-00900",2026-06-02,"Malam","Line-B","OP01","M-03","Bracket",378,367,7,9,39,1.91,97.1,"2026-06","Tuesday"
"PRD-00901",2026-06-03,"Malam","Line-B","OP07","M-03","Bracket",383,375,13,12,52,3.47,97.9,"2026-06","Wednesday"
"PRD-00902",2026-06-04,"Malam","Line-B","OP04","M-04","Housing",316,308,7,24,48.4,2.27,97.5,"2026-06","Thursday"
"PRD-00903",2026-06-05,"Malam","Line-B","OP01","M-03","Bracket",381,326,3,9,46.5,0.92,85.6,"2026-06","Friday"
"PRD-00904",2026-06-06,"Malam","Line-B","OP02","M-03","Shaft",288,260,3,11,54.7,1.15,90.3,"2026-06","Saturday"
"PRD-00905",2026-06-08,"Malam","Line-B","OP03","M-04","Shaft",263,273,6,28,60.8,2.2,103.8,"2026-06","Monday"
"PRD-00906",2026-06-09,"Malam","Line-B","OP06","M-04","Bracket",370,391,15,11,49.4,3.84,105.7,"2026-06","Tuesday"
"PRD-00907",2026-06-10,"Malam","Line-B","OP05","M-04","Shaft",241,248,3,11,53.6,1.21,102.9,"2026-06","Wednesday"
"PRD-00908",2026-06-11,"Malam","Line-B","OP08","M-03","Housing",341,322,6,20,44.2,1.86,94.4,"2026-06","Thursday"
"PRD-00909",2026-06-12,"Malam","Line-B","OP04","M-03","Shaft",238,242,8,5,55.2,3.31,101.7,"2026-06","Friday"
"PRD-00910",2026-06-13,"Malam","Line-B","OP08","M-03","Housing",342,323,5,69,40.7,1.55,94.4,"2026-06","Saturday"
"PRD-00911",2026-06-15,"Malam","Line-B","OP01","M-04","Shaft",314,334,11,30,52.1,3.29,106.4,"2026-06","Monday"
"PRD-00912",2026-06-16,"Malam","Line-B","OP01","M-03","Shaft",258,270,3,84,59.6,1.11,104.7,"2026-06","Tuesday"
"PRD-00913",2026-06-17,"Malam","Line-B","OP06","M-04","Shaft",267,275,14,59,60.3,5.09,103,"2026-06","Wednesday"
"PRD-00914",2026-06-18,"Malam","Line-B","OP05","M-04","Shaft",285,253,10,23,58.8,3.95,88.8,"2026-06","Thursday"
"PRD-00915",2026-06-19,"Malam","Line-B","OP04","M-04","Housing",319,277,24,9,40.4,8.66,86.8,"2026-06","Friday"
"PRD-00916",2026-06-20,"Malam","Line-B","OP01","M-04","Housing",310,299,6,21,42.4,2.01,96.5,"2026-06","Saturday"
"PRD-00917",2026-06-22,"Malam","Line-B","OP01","M-03","Housing",316,299,5,3,42.1,1.67,94.6,"2026-06","Monday"
"PRD-00918",2026-06-23,"Malam","Line-B","OP06","M-04","Bracket",363,352,24,17,43.3,6.82,97,"2026-06","Tuesday"
"PRD-00919",2026-06-24,"Malam","Line-B","OP06","M-03","Bracket",382,363,11,2,46.8,3.03,95,"2026-06","Wednesday"
"PRD-00920",2026-06-25,"Malam","Line-B","OP03","M-03","Bracket",376,364,5,58,50.5,1.37,96.8,"2026-06","Thursday"
"PRD-00921",2026-06-26,"Malam","Line-B","OP08","M-04","Housing",307,324,9,43,50.2,2.78,105.5,"2026-06","Friday"
"PRD-00922",2026-06-27,"Malam","Line-B","OP08","M-03","Bracket",343,375,3,21,37.7,0.8,109.3,"2026-06","Saturday"
"PRD-00923",2026-06-29,"Malam","Line-B","OP07","M-03","Shaft",299,308,6,45,56.5,1.95,103,"2026-06","Monday"
"PRD-00924",2026-06-30,"Malam","Line-B","OP08","M-04","Shaft",260,232,4,42,50.5,1.72,89.2,"2026-06","Tuesday"
